X_12,Y_12,C_12,X_13,Y_13,C_13,X_14,Y_14,C_14
1104.22,388.966,0.181828,1339.68,480.167,0.0709776,1398.52,465.54,0.0733719
1110.1,389.032,0.158907,1539.88,542.061,0.455017,1554.5,886.424,0.0530744
1110.1,389.032,0.158907,1539.88,542.061,0.455017,1554.5,886.424,0.0530744
1101.27,388.987,0.162037,1539.88,536.193,0.469282,1583.95,977.68,0.346965
1101.27,388.987,0.162037,1539.88,536.193,0.469282,1583.95,977.68,0.346965
1101.27,388.987,0.162037,1539.88,536.193,0.469282,1583.95,977.68,0.346965
1101.27,386.107,0.180856,1539.89,542.074,0.490268,1583.88,974.7,0.191459
1101.27,386.107,0.180856,1539.89,542.074,0.490268,1583.88,974.7,0.191459
1101.27,386.107,0.180856,1539.89,542.074,0.490268,1583.88,974.7,0.191459
1107.17,389.009,0.165677,1539.76,539.111,0.462376,1586.87,965.902,0.113112
1107.17,389.009,0.165677,1539.76,539.111,0.462376,1586.87,965.902,0.113112
1113.05,394.867,0.138158,1539.9,545.01,0.506922,1589.75,977.696,0.130036
1113.05,394.867,0.138158,1539.9,545.01,0.506922,1589.75,977.696,0.130036
1139.54,397.849,0.152124,1536.81,536.207,0.473805,1828.25,904.156,0.393382
1139.54,397.849,0.152124,1536.81,536.207,0.473805,1828.25,904.156,0.393382
1133.64,397.811,0.153952,1536.86,533.318,0.457417,1845.88,880.514,0.320617
1133.64,397.811,0.153952,1536.86,533.318,0.457417,1845.88,880.514,0.320617
1130.72,397.831,0.141839,1542.83,539.077,0.502424,1875.38,859.972,0.340456
1130.72,397.831,0.141839,1542.83,539.077,0.502424,1875.38,859.972,0.340456
1121.89,394.921,0.134169,1542.76,530.36,0.524018,1872.47,830.516,0.283423
1127.76,394.87,0.143849,1545.73,530.175,0.582927,1898.93,812.952,0.20444
1127.76,394.87,0.143849,1545.73,530.175,0.582927,1898.93,812.952,0.20444
1104.23,389.026,0.191217,1539.71,509.727,0.500286,1613.37,592.124,0.0670284
1113.04,389.012,0.2027,1539.74,506.834,0.675157,1707.63,665.652,0.0762586
1115.99,391.973,0.185299,1536.92,506.691,0.58681,1616.35,580.324,0.0526557
1121.88,394.877,0.172713,1531.02,497.928,0.513959,1704.64,627.401,0.0757524
1124.8,391.94,0.182982,1533.88,486.168,0.656833,1684.1,612.658,0.138996
1118.95,389.009,0.200548,1536.78,486.101,0.704594,1681.12,603.858,0.184336
1118.92,388.99,0.185474,1530.97,483.235,0.705488,1687,598.012,0.161662
1116,392.003,0.186911,1528.01,483.089,0.666665,1681.14,592.127,0.184305
1118.94,397.859,0.18361,1530.99,483.102,0.636788,1692.89,592.064,0.114436
1104.24,400.773,0.179573,1530.99,480.211,0.668036,1684.07,595.064,0.204663
1110.11,394.884,0.189188,1530.98,477.362,0.664366,1678.17,580.359,0.273063
1115.98,394.868,0.179703,1522.15,477.233,0.656902,1678.19,577.379,0.254602
1118.9,391.965,0.216167,1522.23,471.381,0.686442,1678.11,571.44,0.329735
1113.06,394.931,0.172911,1525.12,465.583,0.694849,1681.06,568.574,0.323923
1118.95,394.896,0.17863,1528.03,462.695,0.683811,1678.18,568.568,0.344108
1116,400.774,0.153637,1528.08,462.611,0.678268,1681.06,565.635,0.321183
1113.04,397.86,0.160834,1528.05,462.699,0.586958,1675.23,559.694,0.276514
1101.26,394.909,0.197166,1348.52,447.848,0.221441,1639.87,527.362,0.272241
1110.1,392.004,0.185941,1357.33,450.799,0.175432,1628.12,524.396,0.246941
1092.46,400.746,0.19134,1345.57,442.021,0.193504,1634.01,527.335,0.280637
1095.4,400.782,0.183911,1422.08,450.81,0.170233,1628.11,530.256,0.362532
1101.28,397.846,0.193821,1422.09,453.72,0.249812,1636.9,527.397,0.354949
1107.15,397.857,0.191547,1419.14,453.759,0.223513,1634.02,527.372,0.320082
1104.2,394.908,0.184133,1419.15,453.729,0.200188,1631.07,527.356,0.290018
1104.21,397.839,0.174756,1422.11,453.742,0.23061,1631.04,527.391,0.316509
1098.35,394.927,0.183724,1419.14,456.59,0.201766,1631,527.285,0.328496
1101.29,397.833,0.184638,1416.17,453.766,0.219595,1631.08,527.295,0.348403
1107.15,394.907,0.189149,1416.19,453.779,0.21533,1631.07,527.254,0.334737
1107.17,394.901,0.196855,1375,453.759,0.194824,1631.05,527.333,0.29918
1107.15,394.94,0.191044,1380.88,453.775,0.181669,1625.17,527.301,0.31302
1110.11,397.853,0.175793,1386.76,453.78,0.183203,1622.23,521.471,0.279685
1104.23,400.775,0.186652,1392.67,453.765,0.184133,1631.07,524.375,0.224356
1127.78,391.984,0.201012,1539.84,527.349,0.466902,1586.85,671.581,0.0619454
1121.88,394.867,0.16314,1539.8,530.368,0.334243,1610.35,945.265,0.347771
1121.86,394.872,0.182191,1539.89,530.416,0.390104,1536.83,960.028,0.207627
1116.01,391.971,0.252812,1539.9,539.116,0.565806,1466.2,945.265,0.304574
1121.86,386.118,0.250541,1539.78,547.857,0.487824,1445.61,859.95,0.0731095
1124.81,394.882,0.179794,1539.72,539.158,0.635574,1374.93,918.765,0.382432
1121.89,394.923,0.151269,1542.66,533.255,0.72133,1436.82,833.45,0.171282
1121.87,391.957,0.173093,1539.78,530.324,0.672259,1330.88,907.096,0.329397
1113.05,389.063,0.183503,1539.7,530.21,0.655129,1339.73,904.125,0.208063
1113.03,389.005,0.19892,1533.97,530.318,0.559457,1425.11,827.558,0.147894
1113.04,391.932,0.177753,1536.89,530.373,0.536061,1442.61,836.354,0.20685
1107.17,389.002,0.170181,1533.97,539.149,0.4627,1436.83,951.109,0.285184
1115.98,391.948,0.178576,1539.89,547.879,0.631951,1486.87,965.882,0.160825
1110.12,391.973,0.169104,1542.71,547.868,0.568674,1542.79,971.745,0.110655
1118.9,388.974,0.224048,1539.87,547.941,0.480187,1595.78,954.126,0.238729
1121.9,394.887,0.157732,1539.88,547.846,0.460023,1648.67,948.256,0.370445
1121.87,389.044,0.177627,1522.16,530.24,0.329823,1589.83,653.964,0.0923509
1124.81,388.995,0.187305,1539.8,530.318,0.550344,1622.24,742.17,0.0934833
1124.82,391.987,0.162761,1539.85,533.183,0.485168,1784.14,906.98,0.163885
1124.83,392.003,0.168189,1539.87,530.307,0.504596,1819.42,889.379,0.132081
1118.92,400.79,0.15179,1522.16,527.221,0.289606,1825.35,883.487,0.0825685
1110.1,400.758,0.170431,1536.89,527.286,0.47116,1816.46,912.889,0.107525
1107.15,394.934,0.148759,1525.1,527.37,0.312155,1595.78,647.997,0.071062
1121.88,389.055,0.129878,1539.85,530.275,0.467045,1731.19,936.456,0.18187
1110.11,397.86,0.141862,1530.97,536.145,0.279092,1637.07,962.93,0.218407
1113.02,391.957,0.156996,1542.69,545.002,0.46221,1542.8,968.822,0.24279
1113.05,389.046,0.166545,1539.78,547.852,0.376983,1495.59,951.154,0.135865
1113.06,391.987,0.162615,1539.89,550.81,0.591174,1454.52,954.13,0.280498
1113.03,389.045,0.167989,1539.75,550.835,0.632961,1425.09,957.068,0.37003
1101.29,391.925,0.160651,1536.89,547.947,0.538066,1445.59,859.904,0.138043
1116,397.839,0.151204,1536.88,544.972,0.580364,1439.73,856.978,0.147287
1115.96,389.069,0.193668,1539.77,542.095,0.639381,1430.95,842.291,0.171579
1115.99,391.948,0.193847,1539.76,544.977,0.625339,1442.64,839.355,0.172594
1115.99,394.933,0.189697,1539.75,545.02,0.636914,1419.17,936.449,0.329847
1113.01,391.925,0.198041,1539.84,547.873,0.618189,1439.73,959.989,0.261784
1113.06,391.964,0.19347,1539.84,550.755,0.628552,1472.04,971.785,0.249804
1116,391.925,0.177187,1542.7,547.98,0.577925,1495.81,954.094,0.184514
1110.1,391.922,0.151489,1539.77,547.846,0.376789,1542.82,977.664,0.176448
1110.1,391.934,0.164403,1542.82,547.951,0.417546,1589.78,986.448,0.235676
1113.03,394.877,0.159126,1513.34,533.206,0.272753,1619.29,948.2,0.257528
1116.01,389.014,0.171035,1530.96,533.286,0.332215,1663.52,971.736,0.193402
1116,386.103,0.18696,1522.18,530.262,0.327436,1589.91,671.564,0.0611167
1116.02,389.004,0.198344,1519.21,530.201,0.385135,1751.69,965.922,0.232782
1113.05,389.018,0.20508,1519.21,527.41,0.410425,1775.24,960.023,0.173502
1115.98,389.065,0.197057,1539.74,530.35,0.37989,1775.17,942.305,0.123897
1113.06,391.954,0.165481,1536.9,530.236,0.447478,1787.03,930.566,0.0793048
1113.06,392.004,0.160111,1536.92,530.271,0.479422,1792.97,954.08,0.223116
1110.11,391.973,0.163441,1536.9,530.3,0.449835,1757.69,945.251,0.15111
1113.04,389.069,0.172877,1528.05,530.212,0.391939,1739.92,951.148,0.0941017
1115.96,389.023,0.181112,1536.84,533.199,0.391866,1713.53,957.057,0.179734
1115.99,386.073,0.173972,1495.67,527.377,0.273416,1639.89,954.121,0.336664
1118.94,389.033,0.161605,1504.51,533.216,0.227925,1616.32,968.831,0.13597
1107.15,391.926,0.15014,1542.73,544.986,0.37022,1586.9,977.697,0.230901
1118.94,391.934,0.155473,1536.89,542.016,0.293951,1545.77,977.636,0.17394
1115.96,389.064,0.165079,1536.91,545.015,0.3398,1516.23,977.713,0.17191
1104.23,389.002,0.184237,1542.71,547.945,0.589691,1489.78,974.628,0.209952
1104.22,386.114,0.173805,1539.85,550.85,0.554017,1469.14,974.678,0.199663
1098.32,389.075,0.151014,1539.84,550.782,0.603691,1448.66,974.669,0.271135
1083.62,391.973,0.149975,1539.7,550.757,0.567674,1445.51,974.769,0.223697
1095.38,391.939,0.14366,1539.74,547.967,0.609984,1442.63,974.698,0.220474
1107.17,394.875,0.14706,1539.74,547.979,0.650313,1445.74,968.833,0.319524
1092.44,389.052,0.167192,1539.75,547.879,0.543195,1457.42,974.731,0.242382
1110.09,389.039,0.163101,1539.89,547.992,0.606427,1472.16,971.733,0.240657
1110.1,389.056,0.15331,1539.89,545.035,0.596191,1492.84,977.643,0.161593
1107.15,391.932,0.158957,1539.84,544.961,0.469985,1542.85,974.772,0.169121
1104.2,391.929,0.151528,1539.91,542.064,0.461878,1575.19,980.581,0.232744
1107.15,391.931,0.159426,1519.24,544.966,0.29368,1607.53,971.8,0.317861
1104.21,391.924,0.159583,1533.91,544.963,0.375866,1636.91,968.831,0.159501
1101.27,389.072,0.153392,1522.18,533.225,0.329041,1660.46,968.784,0.253545
1098.34,389.052,0.148877,1533.91,533.239,0.33675,1681.13,959.99,0.281634
1098.33,389.022,0.164754,1525.12,530.302,0.258854,1701.66,962.9,0.227407
1107.17,388.986,0.140968,1536.86,533.217,0.336891,1722.32,971.754,0.274262
1104.24,389.018,0.144605,1533.95,533.223,0.379278,1734.08,971.818,0.255159
1107.17,386.099,0.140732,1522.19,530.394,0.328926,1731.07,965.895,0.321928
1107.15,386.054,0.143426,1530.97,530.405,0.3849,1728.26,962.952,0.294283
1116.02,388.963,0.155237,1536.82,536.144,0.374393,1657.42,968.852,0.301751
1118.92,388.968,0.153953,1533.93,539.095,0.387783,1633.89,968.814,0.361172
1110.09,389.059,0.174031,1545.67,550.809,0.611025,1583.98,983.539,0.316014
1104.21,391.936,0.168983,1545.66,550.748,0.625118,1560.41,974.689,0.215692
1116,389.063,0.179117,1542.74,550.778,0.621649,1533.94,977.712,0.150162
1113.06,389.051,0.168799,1542.79,550.754,0.626424,1519.12,992.322,0.185683
1113.06,389.035,0.158869,1542.73,547.996,0.607116,1495.8,977.658,0.284235
1110.12,389.013,0.162927,1542.68,547.937,0.636541,1492.65,977.61,0.415354
1107.15,389.042,0.167586,1542.7,550.786,0.656272,1480.97,971.75,0.359564
1110.09,389.042,0.168481,1542.7,550.828,0.669035,1478,968.828,0.327294
1113.04,389.061,0.158834,1542.72,550.831,0.694302,1480.93,971.749,0.344377
1110.11,389.054,0.171703,1542.76,550.742,0.629288,1492.63,971.765,0.287208
1107.17,389.05,0.170148,1542.68,547.933,0.595352,1495.71,971.781,0.212267
1107.16,389.047,0.161524,1539.92,550.749,0.589185,1516.15,983.569,0.224538
1104.23,391.947,0.15982,1542.69,547.973,0.65135,1545.69,983.57,0.181098
1113.03,389.048,0.164145,1542.87,547.959,0.624617,1566.28,974.74,0.214965
1118.92,389.006,0.161189,1539.84,547.92,0.435825,1589.87,986.484,0.202839
1110.1,389.017,0.148277,1533.93,547.909,0.36456,1613.33,980.613,0.271135
1116.02,391.984,0.149503,1542.74,542.037,0.549278,1660.47,965.855,0.178854
1113.07,391.926,0.156948,1539.74,547.847,0.435849,1634.1,980.637,0.370053
1115.98,391.97,0.154987,1542.75,547.858,0.575415,1616.36,977.648,0.180618
1115.99,389.07,0.156451,1539.86,547.942,0.475012,1604.54,983.519,0.279102
1113.06,392.002,0.168035,1542.8,550.814,0.603408,1586.83,980.615,0.253522
1110.1,391.974,0.161109,1545.7,550.84,0.65577,1566.39,983.526,0.220161
1107.16,391.964,0.161583,1542.84,550.825,0.666203,1554.56,977.725,0.300134
1116.01,391.995,0.154993,1542.85,550.797,0.591972,1542.72,989.43,0.193229
1115.99,389.047,0.161463,1542.72,550.796,0.602912,1525.12,983.528,0.232812
1113.06,391.931,0.150253,1542.7,550.787,0.567318,1519.29,980.577,0.342368
1115.97,389.071,0.161425,1539.9,547.985,0.559541,1516.39,983.517,0.246288
1110.1,389.046,0.156422,1539.84,547.983,0.543972,1516.25,977.721,0.366474
1104.23,388.986,0.168903,1539.86,547.893,0.488415,1516.29,980.572,0.333771
1107.16,389.026,0.168399,1539.84,547.988,0.536719,1519.13,986.482,0.212255
1110.08,389.012,0.175757,1539.79,550.792,0.544436,1522.13,980.656,0.20366
1104.21,389.038,0.156996,1539.91,550.782,0.585936,1536.87,986.506,0.311432
1104.23,388.983,0.166588,1542.71,547.93,0.540054,1548.66,992.408,0.332204
1110.09,388.99,0.170803,1542.73,547.951,0.579141,1560.38,983.522,0.20681
1107.16,389.001,0.17225,1542.76,545.01,0.424828,1569.3,992.394,0.181519
1110.11,389.03,0.144667,1542.8,550.774,0.53917,1586.93,986.481,0.340815
1110.11,391.956,0.151585,1542.84,550.756,0.579881,1598.68,989.444,0.253116
1113.03,391.958,0.157611,1542.78,547.973,0.525782,1610.47,980.612,0.360814
1110.09,391.997,0.150723,1530.99,544.996,0.337975,1616.39,977.628,0.351104
1110.09,391.965,0.154806,1536.9,544.954,0.446158,1630.98,977.674,0.34103
1113.05,389.067,0.15991,1531,542.059,0.365872,1634.08,980.575,0.389853
1115.98,391.931,0.156764,1536.86,542.099,0.436448,1637.03,977.655,0.31902
1110.09,391.946,0.149598,1533.93,539.075,0.433656,1639.89,977.664,0.293949
1115.97,392.002,0.144984,1539.8,542.005,0.509549,1639.84,974.747,0.323929
1115.97,391.933,0.161616,1539.73,542.052,0.466228,1637.06,977.641,0.316836
1113.06,391.981,0.149789,1519.25,533.285,0.354752,1637.06,986.477,0.381566
1107.17,391.971,0.156381,1516.26,533.245,0.33087,1633.89,980.585,0.421493
1107.16,389.058,0.151448,1536.83,544.981,0.422486,1622.22,974.731,0.256068
1110.09,391.951,0.147474,1530.98,544.97,0.322436,1613.44,983.552,0.294195
1104.22,389.045,0.163819,1539.77,547.907,0.385636,1601.66,983.546,0.197487
1107.16,389.061,0.168406,1545.68,550.793,0.611606,1592.85,992.343,0.241535
1115.96,386.063,0.158609,1545.75,550.792,0.600039,1583.99,983.52,0.311206
1104.21,386.1,0.161482,1542.86,547.929,0.455481,1572.17,983.588,0.212808
1113.04,389.015,0.15792,1545.72,547.986,0.554637,1566.22,980.586,0.220572
1113.05,389.017,0.167405,1542.82,547.977,0.499491,1557.52,980.647,0.298498
1107.17,389.04,0.155489,1542.87,550.752,0.538589,1548.68,980.653,0.296535
1110.08,389.033,0.154132,1542.8,550.806,0.582845,1545.71,980.644,0.357338
1110.1,389.044,0.15461,1542.74,547.997,0.500408,1542.82,983.515,0.296836
1113.06,389.048,0.158787,1542.78,550.746,0.588718,1542.81,980.67,0.332748
1104.24,391.929,0.151193,1542.73,550.79,0.513043,1545.66,983.543,0.342049
1110.1,389.056,0.159016,1542.71,550.762,0.546031,1545.79,983.564,0.31634
1104.21,389.024,0.170263,1542.76,547.986,0.512337,1551.61,977.729,0.232322
1113.03,389.043,0.166764,1542.77,547.917,0.460322,1560.43,980.597,0.21648
1110.1,391.925,0.165997,1542.77,550.791,0.55955,1566.21,974.694,0.195507
1110.09,389.057,0.174631,1542.88,550.866,0.621879,1566.36,974.727,0.265197
1113.04,389.064,0.165687,1542.78,550.779,0.54226,1581.03,977.72,0.296553
1101.28,389.069,0.165642,1542.76,550.764,0.518686,1589.94,992.358,0.246598
1104.22,389.053,0.167149,1539.86,547.951,0.492038,1592.86,992.332,0.261931
1113.03,391.931,0.169949,1536.88,547.883,0.403867,1598.73,989.405,0.13889
1107.15,391.954,0.16034,1525.11,547.888,0.269698,1607.54,977.718,0.209394
1107.15,391.945,0.172936,1536.82,547.933,0.359412,1610.53,977.68,0.297151
1110.11,389.048,0.181293,1539.84,544.978,0.470487,1616.32,989.438,0.21444
1115.98,391.935,0.155559,1536.9,545.038,0.368369,1616.34,977.674,0.246942
1110.12,391.928,0.163339,1536.89,545.039,0.421327,1616.34,983.522,0.240334
1113.06,391.984,0.162265,1533.91,544.997,0.35782,1616.34,977.716,0.246145
1113.04,389.065,0.157107,1536.85,547.873,0.382245,1613.42,992.335,0.178014
1113.01,389.022,0.18875,1542.74,547.874,0.496511,1607.46,977.686,0.302197
1113.02,389.044,0.172704,1545.76,547.956,0.568427,1598.72,983.552,0.322679
1107.16,391.932,0.164602,1545.69,550.761,0.532091,1592.84,989.452,0.23349
1101.27,389.072,0.171798,1545.74,547.979,0.615083,1592.76,995.327,0.324071
1104.22,391.98,0.154149,1545.78,550.763,0.602941,1586.82,986.507,0.38303
1104.23,389.047,0.157704,1545.74,547.948,0.572268,1580.99,992.358,0.234102
1101.27,391.937,0.167748,1545.73,547.893,0.504529,1575.15,998.177,0.197667
1107.14,389.02,0.161627,1545.73,547.899,0.547063,1566.44,983.574,0.192628
1110.1,391.934,0.149644,1545.66,547.963,0.59243,1566.3,989.398,0.19626
1107.16,391.942,0.14495,1545.66,547.924,0.505752,1566.23,989.396,0.170604
1107.17,389.064,0.150412,1542.85,547.848,0.512253,1566.24,989.408,0.187673
1107.17,391.992,0.150518,1542.83,547.958,0.498918,1563.47,983.567,0.209582
1107.16,394.871,0.142032,1545.66,547.956,0.505267,1563.43,980.584,0.16248
1107.16,391.939,0.161607,1542.72,547.986,0.559767,1569.26,980.578,0.242336
1101.26,394.89,0.15273,1542.71,547.935,0.485731,1578.05,995.273,0.178544
1107.18,391.982,0.148932,1542.77,550.759,0.500777,1542.78,909.996,0.0665432
1104.22,391.969,0.160418,1545.68,550.771,0.600759,1586.79,986.484,0.220905
1104.21,394.869,0.157446,1539.78,547.984,0.355277,1589.75,995.344,0.216868
1107.16,391.939,0.151979,1542.72,547.966,0.418134,1592.78,995.314,0.174768
1107.15,391.953,0.151213,1542.76,550.779,0.469559,1592.87,989.435,0.22084
1104.22,394.934,0.150318,1539.89,547.933,0.393309,1595.74,992.359,0.182745
1104.23,392.002,0.167384,1539.89,547.916,0.433926,1598.66,989.461,0.176488
1101.27,391.952,0.168345,1539.79,547.962,0.41229,1601.58,989.425,0.181012
1104.2,391.969,0.158133,1539.81,547.952,0.43844,1604.53,992.357,0.125563
1098.35,391.98,0.160631,1539.73,547.875,0.397147,1601.65,989.456,0.110343
1101.28,394.893,0.153877,1536.89,547.921,0.372175,1598.7,989.46,0.13533
1104.22,391.983,0.15983,1539.84,547.952,0.432594,1598.67,992.355,0.163069
1098.34,394.926,0.153892,1539.8,547.968,0.430606,1598.67,995.278,0.2254
1098.35,391.975,0.166751,1542.83,550.767,0.521513,1592.88,989.409,0.236021
1101.27,391.971,0.166185,1539.9,550.775,0.497943,1589.98,989.45,0.212483
1098.35,389.065,0.18436,1539.82,550.776,0.435787,1589.83,992.409,0.2429
1095.4,391.936,0.173988,1539.81,550.821,0.441822,1586.94,989.416,0.23277
1095.4,391.948,0.1717,1542.77,550.829,0.460868,1583.96,989.428,0.164757
1098.32,391.96,0.178547,1542.84,550.836,0.517832,1539.87,909.967,0.0532324
